Driver,Stints,MeanPerStint,StdPerStint,LapCount,CV,TyreDegradation
PIA,1,97.11702380952381,3.2773721067722215,42,0.03374662832749231,-0.04456956815114765
PIA,0,98.29364285714284,1.2705083541724438,14,0.012925641142621645,0.10753939393939406
NOR,1,97.24612195121951,3.0648774950650295,41,0.03151670661584253,-0.03440562424772887
NOR,0,98.51219999999999,1.3781164267630917,15,0.013989297028825787,0.12323426573426723
RUS,1,97.24952380952381,2.7668924828432324,42,0.02845147589886981,-0.05162537112011069
RUS,0,98.68878571428571,1.4225552404345851,14,0.01441455815003166,0.13920909090909087
VER,1,97.21113953488371,2.9040593229986,43,0.029873729871837305,-0.05545722326453972
VER,0,99.35407692307693,1.398215199312944,13,0.01407305309066971,0.1273838383838343
