Driver,Sector1Time_sec_Norm,Sector2Time_sec_Norm,Sector3Time_sec_Norm
PIA,0.05069090909091045,0.0,0.0
NOR,0.0,0.11205357142857153,0.10707142857143026
RUS,0.0732363636363651,0.1444285714285698,0.023642857142860407
VER,0.01743636363636014,0.18832142857142742,0.11067857142857207
